pr_number,total_commits,human_commits,bot_commits,agent_commits,pattern,contributors,pr_title,pr_created_at,pr_merged_at,error
7729,1,1,0,0,human_only,human,fix(unittest): Parallel Test failure because of shared memory,2025-04-06 19:12:46+00:00,2025-04-07 13:29:22+00:00,
7728,30,20,0,10,hybrid,"human, agent",Add more extensive typing to openhands/core directory,2025-04-06 16:00:06+00:00,2025-04-08 21:38:44+00:00,
7727,26,19,0,7,hybrid,"human, agent",Add more extensive typing to openhands/llm/ directory,2025-04-06 15:43:39+00:00,2025-04-06 17:59:26+00:00,
7726,30,20,0,10,hybrid,"human, agent",Add extensive typing to openhands/runtime/plugins directory,2025-04-06 15:41:01+00:00,2025-04-11 18:02:53+00:00,
7725,1,0,0,1,agent_only,agent,Add WaitAction for long-running operations,2025-04-06 15:26:28+00:00,,
7722,2,2,0,0,human_only,human,fix(runtime) Avoid windows reserved port,2025-04-06 12:59:57+00:00,2025-04-18 14:18:46+00:00,
7721,1,1,0,0,human_only,human,Fix action execution server JSONResponse,2025-04-06 07:11:32+00:00,2025-04-07 14:49:39+00:00,
7720,30,19,0,11,hybrid,"human, agent",Fix mypy type checking issues in utils directory,2025-04-05 22:43:45+00:00,,
7719,15,10,0,5,hybrid,"human, agent",fix: retry on retryable httpx-related error to improve evaluation stability,2025-04-05 20:52:32+00:00,2025-04-06 14:38:50+00:00,
7715,1,0,0,1,agent_only,agent,Fix useScrollToBottom hook for rapid content changes,2025-04-05 00:18:51+00:00,2025-04-06 00:05:54+00:00,
7714,4,4,0,0,human_only,human,Update docs with updated info,2025-04-04 20:52:53+00:00,2025-04-07 21:12:30+00:00,
7713,13,8,0,5,hybrid,"human, agent",fix(llm): retry on InternalServerError and Timeout; handle Gemini returns len(choices) < 1,2025-04-04 18:06:36+00:00,2025-04-05 21:33:17+00:00,
7712,1,1,0,0,human_only,human,Fix git provider,2025-04-04 17:48:40+00:00,2025-04-04 20:34:38+00:00,
7710,30,12,0,18,hybrid,"human, agent",Add API keys management UI to settings page,2025-04-04 16:15:06+00:00,2025-04-23 15:08:33+00:00,
7709,4,3,0,1,hybrid,"human, agent",feat: Add basic support for prompt-toolkit in the CLI,2025-04-04 15:52:56+00:00,2025-04-08 12:47:11+00:00,
7707,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 4 updates,2025-04-04 15:26:11+00:00,2025-04-04 16:27:52+00:00,
7706,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 26 updates,2025-04-04 15:15:10+00:00,,
7703,30,30,0,0,human_only,human,test pr,2025-04-04 08:23:55+00:00,,
7702,2,1,1,0,hybrid,"bot, human",⚡️ Speed up function `parse_diff_header` by 36%,2025-04-04 06:40:16+00:00,,
7699,12,6,0,6,hybrid,"human, agent",Fix internal server error display in frontend,2025-04-03 21:51:54+00:00,,
7698,2,2,0,0,human_only,human,feat: prompt agent to follow PR template when create new PR,2025-04-03 21:20:55+00:00,2025-04-03 23:02:24+00:00,
7697,15,1,0,14,hybrid,"human, agent",Add summarize conversation feature,2025-04-03 21:17:37+00:00,,
7696,4,4,0,0,human_only,human,feat: Structured summary generation for history condensation,2025-04-03 20:26:23+00:00,2025-04-03 23:02:01+00:00,
7695,4,4,0,0,human_only,human,fix: Tweak prompting behavior of `LLMSummarizingCondenser`,2025-04-03 20:19:20+00:00,2025-04-03 22:06:11+00:00,
7694,8,1,0,7,hybrid,"human, agent",frontend: update browser tab title with conversation title,2025-04-03 19:24:48+00:00,2025-04-03 21:13:11+00:00,
7693,2,2,0,0,human_only,human,chore: update teaser video in documentation,2025-04-03 18:39:29+00:00,2025-04-03 20:17:55+00:00,
7692,1,0,0,1,agent_only,agent,Fix mypy errors in storage directory,2025-04-03 17:53:37+00:00,2025-04-03 19:01:43+00:00,
7691,16,16,0,0,human_only,human,feature - Build alternate ubuntu images,2025-04-03 17:14:53+00:00,2025-04-08 00:04:18+00:00,
7690,1,1,0,0,human_only,human,[DO NOT MERGE]: Repro on flawed refresh logic for baseline tests,2025-04-03 15:38:22+00:00,,
7689,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 2 updates,2025-04-03 15:21:11+00:00,2025-04-03 16:29:39+00:00,
7688,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 25 updates,2025-04-03 14:54:00+00:00,,
7687,1,1,0,0,human_only,human,downgrade log to debug,2025-04-03 14:47:49+00:00,2025-04-03 17:50:49+00:00,
7686,2,2,0,0,human_only,human,Fix gitlab cloning instructions,2025-04-03 13:56:15+00:00,2025-04-03 14:55:31+00:00,
7684,2,2,0,0,human_only,human,[Evaluation] Fix sandbox config in TAC,2025-04-03 05:27:42+00:00,2025-04-03 08:19:10+00:00,
7683,1,1,0,0,human_only,human,[Evaluation] Fix run_infer.py path in TAC,2025-04-03 03:46:02+00:00,2025-04-03 04:34:02+00:00,
7682,1,1,0,0,human_only,human,(Hotfix): Rm owner req from GitLab repo list,2025-04-03 02:57:33+00:00,2025-04-03 13:36:04+00:00,
7681,1,1,0,0,human_only,human,DRAFT: Test fix for event loop,2025-04-03 01:33:55+00:00,,
7680,6,6,0,0,human_only,human,chore - Switch to slim base image for improved security,2025-04-03 00:41:46+00:00,,
7679,4,2,0,2,hybrid,"human, agent",Fix cached tokens,2025-04-02 23:40:22+00:00,2025-04-03 01:11:19+00:00,
7677,1,0,0,1,agent_only,agent,Update VSCode version from 1.94.0 to 1.98.2 in extensions,2025-04-02 22:53:32+00:00,2025-04-03 00:01:24+00:00,
7676,4,4,0,0,human_only,human,merge branch with fix,2025-04-02 22:32:02+00:00,,
7675,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 9 updates,2025-04-02 21:26:08+00:00,2025-04-03 00:48:03+00:00,
7674,1,1,0,0,human_only,human,Some documentation updates for consistency,2025-04-02 20:59:06+00:00,2025-04-02 21:41:49+00:00,
7673,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 24 updates,2025-04-02 19:36:50+00:00,,
7672,3,2,0,1,hybrid,"human, agent",chore - Update browsergym and playwright for security updates,2025-04-02 19:01:53+00:00,2025-04-02 21:04:06+00:00,
7670,4,3,0,1,hybrid,"human, agent",[Fix]: Ensure refresh logic works for restarted conversations in cloud openhands,2025-04-02 18:13:57+00:00,2025-04-03 15:58:01+00:00,
7669,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 23 updates,2025-04-02 18:09:15+00:00,,
7668,5,5,0,0,human_only,human,[Fix]: Plumb full selected repo object from FE,2025-04-02 17:41:11+00:00,2025-04-03 02:47:28+00:00,
7667,17,12,0,5,hybrid,"human, agent",Using a paged cache to speed up event streams,2025-04-02 17:40:28+00:00,2025-04-04 13:58:37+00:00,
7666,1,1,0,0,human_only,human,Clean out debug print,2025-04-02 16:54:03+00:00,2025-04-02 17:34:05+00:00,
7665,3,1,0,2,hybrid,"human, agent",[Bug]: Ensure repository search only returns public repositories,2025-04-02 16:31:39+00:00,2025-04-02 19:21:19+00:00,
7663,2,1,0,1,hybrid,"human, agent","Fix ""let's get back on track"" message on consecutive headless tasks",2025-04-02 15:23:52+00:00,2025-04-02 21:15:28+00:00,
7662,10,9,0,1,hybrid,"human, agent",Fix export conversation button in Safari,2025-04-02 15:13:46+00:00,2025-04-14 21:10:21+00:00,
7661,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 8 updates,2025-04-02 15:08:27+00:00,,
7660,12,4,0,8,hybrid,"human, agent",Fix issue #7658: [Bug]: BadRequestError from ContentPolicyViolationError,2025-04-02 14:48:02+00:00,2025-04-03 19:36:16+00:00,
7659,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group in /docs with 2 updates,2025-04-02 14:41:36+00:00,2025-04-08 18:09:12+00:00,
7657,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 22 updates,2025-04-02 14:32:04+00:00,,
7656,1,1,0,0,human_only,human,Upgrade `openhands-aci` to 0.2.8,2025-04-02 14:27:08+00:00,2025-04-02 15:03:24+00:00,
7655,9,3,0,6,hybrid,"human, agent",Fix issue #7205: [Feature]: Allow repo microagent Markdown Files Without Required Header,2025-04-02 14:05:56+00:00,2025-04-03 19:04:52+00:00,
7654,7,5,0,2,hybrid,"human, agent",dont return asterisks for api key,2025-04-02 13:32:29+00:00,2025-04-02 16:41:56+00:00,
7653,1,1,0,0,human_only,human,update vscode and package.json,2025-04-02 13:06:18+00:00,2025-04-02 18:03:38+00:00,
7652,4,4,0,0,human_only,human,Fixed a few hyperlinks. Translated some texts,2025-04-02 12:06:56+00:00,2025-04-02 22:10:19+00:00,
7648,2,2,0,0,human_only,human,fix: Runtime local docker environment HTTPStatusError,2025-04-02 07:19:56+00:00,2025-04-14 15:41:54+00:00,
7645,23,14,0,9,hybrid,"human, agent",[feat] - Add Azure DevOps integration as a Git provider,2025-04-01 22:51:28+00:00,,
7643,2,0,0,2,agent_only,agent,Implement sequential thinking tool with thought history tracking,2025-04-01 22:12:38+00:00,,
7642,1,1,0,0,human_only,human,fix inline imports in LLM-generated title,2025-04-01 21:36:56+00:00,2025-04-01 22:15:12+00:00,
7641,1,1,0,0,human_only,human,"Revert ""Replace use of requests with httpx (#7354)""",2025-04-01 20:48:08+00:00,,
7640,1,1,0,0,human_only,human,"Revert ""Run runtime.close in background thread (#7524)""",2025-04-01 20:46:52+00:00,,
7639,9,0,0,9,agent_only,agent,Add warning_budget_increment parameter to trigger warnings at cost thresholds,2025-04-01 20:25:57+00:00,,
7638,1,1,0,0,human_only,human,(feat): stop auto generate title in converstaion GET,2025-04-01 20:19:38+00:00,2025-04-01 21:19:49+00:00,
7637,30,29,0,1,hybrid,"human, agent",feat (backend): Add support for MCP servers natively via `CodeActAgent`,2025-04-01 19:56:18+00:00,2025-04-10 01:59:14+00:00,
7636,2,2,0,0,human_only,human,Test revert httpx,2025-04-01 19:46:19+00:00,,
7635,5,1,0,4,hybrid,"human, agent",[Docs]: Add GitLab token setup documentation,2025-04-01 19:15:22+00:00,2025-04-15 21:25:25+00:00,
7634,3,3,0,0,human_only,human,Test Revert httpx,2025-04-01 19:08:28+00:00,,
7633,12,8,0,4,hybrid,"human, agent",[Feat]: Add GitLab support for repo list in Cloud Openhands,2025-04-01 18:50:27+00:00,2025-04-03 23:01:22+00:00,
7631,1,0,1,0,bot_only,bot,Add tests to ensure workflow doesn't get broken,2025-04-01 18:16:39+00:00,,
7630,1,1,0,0,human_only,human,Update dockerfile to remove vulnerabilities in Debian 12,2025-04-01 16:50:02+00:00,2025-04-01 19:09:01+00:00,
7629,3,2,0,1,hybrid,"human, agent",Release version 0.31.0,2025-04-01 16:49:45+00:00,2025-04-02 19:30:46+00:00,
7628,5,0,0,5,agent_only,agent,Change add funds input to number type that only accepts integers,2025-04-01 16:40:37+00:00,2025-04-17 18:56:23+00:00,
7626,3,0,0,3,agent_only,agent,Fix: Preserve API key when submitting from settings modal with asterisks,2025-04-01 16:25:11+00:00,,
7625,9,8,0,1,hybrid,"human, agent",(Chore): Rename GitHub instances to Git,2025-04-01 15:59:25+00:00,2025-04-01 16:53:37+00:00,
7624,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 7 updates,2025-04-01 14:36:26+00:00,2025-04-01 16:44:58+00:00,
7623,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 16 updates,2025-04-01 14:34:47+00:00,,
7622,1,0,0,1,agent_only,agent,"Fix: ""start from scratch"" button results in a ""no query provided"" error",2025-04-01 13:10:02+00:00,,
7620,15,15,0,0,human_only,human,Add support for MCP servers,2025-04-01 09:12:23+00:00,,
7619,2,1,0,1,hybrid,"human, agent",Allow input for pr_type openhands-resolver.yml,2025-04-01 08:23:15+00:00,2025-04-14 17:53:58+00:00,
7617,1,0,1,0,bot_only,bot,⚡️ Speed up function `parse_header` by 25%,2025-04-01 05:09:15+00:00,,
7616,1,0,1,0,bot_only,bot,⚡️ Speed up function `parse_diff_header` by 36%,2025-04-01 05:07:53+00:00,,
7615,1,0,1,0,bot_only,bot,⚡️ Speed up function `parse_git_header` by 9%,2025-04-01 05:07:07+00:00,,
7614,9,0,0,9,agent_only,agent,Openhands workspace MCP,2025-04-01 04:35:10+00:00,,
7612,21,21,0,0,human_only,human,feat: add argument --base-container-image to resolver,2025-04-01 02:48:17+00:00,2025-04-21 14:01:03+00:00,
7611,2,0,0,2,agent_only,agent,Fix API key being set to asterisks in initial setup modal,2025-03-31 22:10:17+00:00,,
7610,14,13,0,1,hybrid,"human, agent",fix: Summarizing prompt tweaks for condenser,2025-03-31 21:22:54+00:00,,
7608,1,1,0,0,human_only,human,fix: Summarizing prompt tracks version control status,2025-03-31 20:02:06+00:00,,
7607,1,1,0,0,human_only,human,update nikolaik base image,2025-03-31 20:01:49+00:00,,
7605,3,0,0,3,agent_only,agent,Update login to this endpoint,2025-03-31 16:54:08+00:00,,
7604,2,0,0,2,agent_only,agent,Update login to this endpoint,2025-03-31 16:39:09+00:00,,
7603,1,0,0,1,agent_only,agent,Update login to this endpoint,2025-03-31 16:28:49+00:00,,
7602,3,0,0,3,agent_only,agent,fix: Use existing PATCH endpoint for conversation title generation,2025-03-31 16:18:51+00:00,,
7601,2,0,0,2,agent_only,agent,fix: Move conversation title generation to a dedicated endpoint and avoid modifications in GET requests,2025-03-31 15:50:18+00:00,,
7600,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 6 updates,2025-03-31 15:14:50+00:00,2025-03-31 15:44:35+00:00,
7599,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 13 updates,2025-03-31 14:46:40+00:00,,
7598,17,14,0,3,hybrid,"human, agent",(llm): Support OpenHands LM,2025-03-31 14:32:34+00:00,2025-03-31 17:29:31+00:00,
7597,2,2,0,0,human_only,human,fix - Remove unmatched tool calls for Claude,2025-03-31 14:19:45+00:00,2025-04-01 15:45:04+00:00,
7595,1,0,0,1,agent_only,agent,Update pre-commit instructions in repository memory,2025-03-31 04:14:00+00:00,2025-03-31 13:15:45+00:00,
7593,2,2,0,0,human_only,human,add support of DOCKER_HOST_ADDR,2025-03-31 00:50:05+00:00,2025-04-01 14:54:49+00:00,
7592,17,17,0,0,human_only,human,Separate event store from event stream,2025-03-30 23:53:53+00:00,2025-04-02 16:05:59+00:00,
7591,2,1,0,1,hybrid,"human, agent",Deploy on Vercel and Netlify,2025-03-30 16:20:27+00:00,,
7590,1,1,0,0,human_only,human,Clean up apt temporary files in app Dockerfile,2025-03-30 16:02:20+00:00,2025-03-30 16:37:54+00:00,
7589,1,0,0,1,agent_only,agent,Fix broken markdown link for Anthropic billing settings,2025-03-30 12:52:25+00:00,2025-03-30 14:23:46+00:00,
7588,17,8,0,9,hybrid,"human, agent",perf(condensation) Condenser that uses cache from agent,2025-03-30 11:19:37+00:00,,
7587,26,12,0,14,hybrid,"human, agent",Token-aware condenser,2025-03-29 00:43:21+00:00,,
7586,1,1,0,0,human_only,human,Update NodeJS Version Requirement,2025-03-28 22:50:31+00:00,2025-03-28 23:57:16+00:00,
7585,3,0,0,3,agent_only,agent,Hook up Suggested Tasks UI to existing GitHub API endpoint,2025-03-28 21:06:35+00:00,,
7584,12,7,0,5,hybrid,"human, agent",(Hotfix): Track reason for Error AgentState,2025-03-28 20:58:50+00:00,2025-03-31 21:24:42+00:00,
7583,3,3,0,0,human_only,human,Fix for circular import on ConversationValidator,2025-03-28 20:37:16+00:00,2025-03-31 17:09:10+00:00,
7582,2,2,0,0,human_only,human,fix missing pending tool results for Claude,2025-03-28 19:53:04+00:00,,
7581,4,0,0,4,agent_only,agent,Redesign welcome page based on new design,2025-03-28 19:24:32+00:00,,
7580,6,6,0,0,human_only,human,chore: Refactor settings service,2025-03-28 19:02:18+00:00,,
7579,1,1,0,0,human_only,human,Fix link to local filesystem,2025-03-28 18:02:30+00:00,2025-03-28 18:52:26+00:00,
7578,21,21,0,0,human_only,human,fix: Context window truncation using `CondensationAction`,2025-03-28 17:29:33+00:00,2025-03-31 19:47:00+00:00,
7576,1,0,1,0,bot_only,bot,chore(deps): bump modal from 0.73.130 to 0.73.131 in the version-all group,2025-03-28 15:21:07+00:00,2025-03-28 17:16:16+00:00,
7574,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group in /frontend with 3 updates,2025-03-28 14:45:58+00:00,,
7570,25,25,0,0,human_only,human,Add GitHub Enterprise Server support,2025-03-28 08:53:45+00:00,,
7569,5,5,0,0,human_only,human,[Fix] Github Action possible command injection via unsanitised user input like review body and gti,2025-03-28 08:04:55+00:00,2025-04-01 15:26:46+00:00,
7567,0,0,0,0,unknown,,feat: append sub path to distinguish different runtime data.,2025-03-28 03:35:28+00:00,,Failed to fetch commits
7566,30,10,0,20,hybrid,"human, agent",Implement frontend visualization for RecallObservation & Stop issueing recall action for agent message,2025-03-27 23:32:09+00:00,2025-04-03 18:08:51+00:00,
7565,2,0,0,2,agent_only,agent,"Fix ""Push and create PR"" button sending wrong query",2025-03-27 23:31:22+00:00,,
7564,1,1,0,0,human_only,human,"Fix ""no query provided""",2025-03-27 23:17:12+00:00,2025-04-01 16:31:46+00:00,
7563,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 9 updates,2025-03-27 22:17:13+00:00,2025-03-27 22:52:25+00:00,
7562,1,1,0,0,human_only,human,[Fix]: Move settings defaults from FE to BE,2025-03-27 22:10:31+00:00,,
7561,5,1,0,4,hybrid,"human, agent",Update conversation metadata with cost and token metrics,2025-03-27 21:39:02+00:00,2025-04-07 17:09:50+00:00,
7560,2,0,0,2,agent_only,agent,Add conversation metrics endpoint,2025-03-27 18:52:20+00:00,,
7558,4,4,0,0,human_only,human,Fix for broken OpenAPI Schema,2025-03-27 18:43:39+00:00,2025-03-27 19:28:53+00:00,
7556,2,0,0,2,agent_only,agent,Add context window usage metrics to cost modal,2025-03-27 18:25:43+00:00,,
7555,6,5,0,1,hybrid,"human, agent",chore: Refactor conversation service,2025-03-27 18:13:52+00:00,,
7553,1,1,0,0,human_only,human,Fix uninitialized accumulated tokens,2025-03-27 17:36:08+00:00,2025-03-27 19:19:11+00:00,
7552,2,2,0,0,human_only,human,"feat(server): Add a new configuration variable, runtime_extra_volumes",2025-03-27 16:58:25+00:00,,
7551,3,0,0,3,agent_only,agent,Add support for non-image file uploads,2025-03-27 16:57:04+00:00,,
7550,2,2,0,0,human_only,human,fix error message,2025-03-27 16:30:41+00:00,2025-03-27 20:35:41+00:00,
7549,5,3,0,2,hybrid,"human, agent",Fix async linter errors,2025-03-27 16:29:45+00:00,,
7548,3,2,0,1,hybrid,"human, agent",fix(Runtime): Wait for container to start up,2025-03-27 16:07:57+00:00,2025-03-27 19:55:06+00:00,
7546,13,13,0,0,human_only,human,SWE-bench_verified instruction baseline improvements to 60%,2025-03-27 15:41:54+00:00,2025-04-10 16:08:27+00:00,
7545,1,1,0,0,human_only,human,Release 0.30.1,2025-03-27 15:41:54+00:00,2025-03-27 17:26:28+00:00,
7543,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 7 updates,2025-03-27 14:30:18+00:00,,
7542,4,4,0,0,human_only,human,docs: Improve the Microagents usage documentation,2025-03-27 13:36:15+00:00,2025-03-27 15:11:14+00:00,
7541,1,1,0,0,human_only,human,fix: correct string concatenation in llm_summarizing_condenser.py,2025-03-27 13:14:49+00:00,2025-03-27 14:28:45+00:00,
7539,2,2,0,0,human_only,human,Add async ruff linting and remove flake8 dependency,2025-03-27 13:07:32+00:00,2025-03-27 21:54:53+00:00,
7538,1,1,0,0,human_only,human,feat(frontend): Add agent icons to the chat UI,2025-03-27 10:07:44+00:00,,
7536,1,0,0,1,agent_only,agent,feat(client-authn): Add client authentication function in openhands server using JWT,2025-03-27 01:27:20+00:00,,
7535,2,2,0,0,human_only,human,Reduce max iterations by default,2025-03-27 00:25:37+00:00,2025-03-27 01:00:14+00:00,
7534,2,2,0,0,human_only,human,Rebuild lists,2025-03-26 22:50:42+00:00,,
7533,6,6,0,0,human_only,human,Refactor file service,2025-03-26 21:36:48+00:00,2025-04-08 15:41:22+00:00,
7532,5,5,0,0,human_only,human,(Hotfix): Github token fails to refresh on cloud openhands,2025-03-26 17:47:36+00:00,2025-03-27 00:05:38+00:00,
7530,5,4,0,1,hybrid,"human, agent",feat(frontend):Display path of file ops and cmd in headline,2025-03-26 17:07:11+00:00,2025-04-08 12:44:43+00:00,
